"id","SFirstName","SLastName","espnID","backgroundPicture","youtube1","youtube2","twitter","picture1","picture2"
"448","Russ","Smith","2531038","russ-smith.jpg",,,,,
"449","Erick","Green","2488684","erickgreen.jpg",,,,,
"450","Jordan","Mickey","3064520","jordanmickey.jpg",,,,,
"451","Jeff","Ayres","4008","jeffayres.jpg",,,,,
"452","Cliff","Alexander","3133600","cliff_alexander.0.0.jpg",,,,,
"453","Bryce","Cotton","2531054","brycecotton.jpg",,,,,
"454","Mitch","McGary","2991041","mcgary.jpg",,,,,
"455","Mike","Miller","558","mikemiller.jpg",,,,,
"456","James","Ennis","2579321","jamesennis.jpg",,,,,
"457","Keith","Appling","2531097","keithappling.jpg",,,,,
"458","James","Young","3064509","jamesyoung.jpg",,,,,
"459","Pat","Connaughton","2578239","patconnaughton.jpg",,,,,
"460","Jarnell","Stokes","2614962","jarnellstokes.jpg",,,,,
"461","Jodie","Meeks","4003","meeks.jpg",,,,,
"462","Sasha","Kaun","3443","sashakaun.jpg",,,,,
"463","Eric","Moreland","2531352","moreland.jpg",,,,,
"464","Shayne","Whittington","2491063","whittington.jpg",,,,,
"465","Aaron","Harrison","3064510","aaronharrison.jpg",,,,,
"466","Branden","Dawson","2595211","brandendawson.jpg",,,,,
"467","Joe","Harris","2528794","joeharris_dribble.jpg",,,,,
"468","Joel","Anthony","3247","joelanthony.jpg",,,,,
"469","Cleanthony","Early","2991227","early1.jpg",,,,,
"470","Sam","Dekker","2991184","sam-dekker-usat.jpg",,,,,
"471","Nate","Robinson","2782","naterobinson.jpg",,,,,
"472","JJ","O'Brien","611","jjobrien.jpg",,,,,
"473","Bruno","Caboclo","3113297","brunocaboclo.jpg",,,,,
